"area_name","area_code","date","new_cases","total_cases"
"Ealing","E09000009",2020-10-28,92,4664
"Enfield","E09000010",2020-10-28,64,3519
"Greenwich","E09000011",2020-10-28,50,2408
"Hackney and City of London","E09000012",2020-10-28,71,3433
"Hammersmith and Fulham","E09000013",2020-10-28,76,2427
"Haringey","E09000014",2020-10-28,41,2663
"Harrow","E09000015",2020-10-28,65,3049
"Havering","E09000016",2020-10-28,71,2983
"Hillingdon","E09000017",2020-10-28,84,3535
"Hounslow","E09000018",2020-10-28,81,3309
"Islington","E09000019",2020-10-28,45,2146
"Kensington and Chelsea","E09000020",2020-10-28,37,1730
"Kingston upon Thames","E09000021",2020-10-28,36,1976
"Lambeth","E09000022",2020-10-28,60,3579
"Lewisham","E09000023",2020-10-28,52,2779
"Merton","E09000024",2020-10-28,36,1995
"Newham","E09000025",2020-10-28,88,3994
"Redbridge","E09000026",2020-10-28,75,3876
"Richmond upon Thames","E09000027",2020-10-28,48,1942
"Southwark","E09000028",2020-10-28,61,3346
"Sutton","E09000029",2020-10-28,26,1953
"Tower Hamlets","E09000030",2020-10-28,105,3523
"Waltham Forest","E09000031",2020-10-28,65,2889
"Wandsworth","E09000032",2020-10-28,62,3401
"Westminster","E09000033",2020-10-28,48,2490
"Barking and Dagenham","E09000002",2020-10-29,62,2369
"Barnet","E09000003",2020-10-29,69,4362
"Bexley","E09000004",2020-10-29,65,2402
"Brent","E09000005",2020-10-29,60,3884
"Bromley","E09000006",2020-10-29,38,3168
"Camden","E09000007",2020-10-29,41,2335
"Croydon","E09000008",2020-10-29,62,3825
"Ealing","E09000009",2020-10-29,120,4784
"Enfield","E09000010",2020-10-29,81,3600
"Greenwich","E09000011",2020-10-29,48,2456
"Hackney and City of London","E09000012",2020-10-29,42,3475
"Hammersmith and Fulham","E09000013",2020-10-29,48,2475
"Haringey","E09000014",2020-10-29,59,2722
"Harrow","E09000015",2020-10-29,48,3097
"Havering","E09000016",2020-10-29,78,3061
"Hillingdon","E09000017",2020-10-29,104,3639
"Hounslow","E09000018",2020-10-29,84,3393
"Islington","E09000019",2020-10-29,42,2188
"Kensington and Chelsea","E09000020",2020-10-29,38,1768
"Kingston upon Thames","E09000021",2020-10-29,39,2015
"Lambeth","E09000022",2020-10-29,82,3661
"Lewisham","E09000023",2020-10-29,49,2828
"Merton","E09000024",2020-10-29,46,2041
"Newham","E09000025",2020-10-29,78,4072
"Redbridge","E09000026",2020-10-29,110,3986
"Richmond upon Thames","E09000027",2020-10-29,36,1978
"Southwark","E09000028",2020-10-29,48,3394
"Sutton","E09000029",2020-10-29,42,1995
"Tower Hamlets","E09000030",2020-10-29,76,3599
"Waltham Forest","E09000031",2020-10-29,73,2962
"Wandsworth","E09000032",2020-10-29,68,3469
"Westminster","E09000033",2020-10-29,70,2560
"Barking and Dagenham","E09000002",2020-10-30,48,2417
"Barnet","E09000003",2020-10-30,77,4439
"Bexley","E09000004",2020-10-30,58,2460
"Brent","E09000005",2020-10-30,55,3939
"Bromley","E09000006",2020-10-30,55,3223
"Camden","E09000007",2020-10-30,46,2381
"Croydon","E09000008",2020-10-30,65,3890
"Ealing","E09000009",2020-10-30,87,4871
"Enfield","E09000010",2020-10-30,58,3658
"Greenwich","E09000011",2020-10-30,45,2501
"Hackney and City of London","E09000012",2020-10-30,52,3527
"Hammersmith and Fulham","E09000013",2020-10-30,40,2515
"Haringey","E09000014",2020-10-30,69,2791
"Harrow","E09000015",2020-10-30,50,3147
"Havering","E09000016",2020-10-30,79,3140
"Hillingdon","E09000017",2020-10-30,60,3699
"Hounslow","E09000018",2020-10-30,70,3463
"Islington","E09000019",2020-10-30,41,2229
"Kensington and Chelsea","E09000020",2020-10-30,26,1794
"Kingston upon Thames","E09000021",2020-10-30,29,2044
"Lambeth","E09000022",2020-10-30,78,3739
"Lewisham","E09000023",2020-10-30,42,2870
"Merton","E09000024",2020-10-30,39,2080
"Newham","E09000025",2020-10-30,89,4161
"Redbridge","E09000026",2020-10-30,103,4089
"Richmond upon Thames","E09000027",2020-10-30,33,2011
"Southwark","E09000028",2020-10-30,63,3457
"Sutton","E09000029",2020-10-30,33,2028
"Tower Hamlets","E09000030",2020-10-30,75,3674
"Waltham Forest","E09000031",2020-10-30,78,3040
"Wandsworth","E09000032",2020-10-30,52,3521
"Westminster","E09000033",2020-10-30,75,2635
"Barking and Dagenham","E09000002",2020-10-31,31,2448
"Barnet","E09000003",2020-10-31,61,4500
"Bexley","E09000004",2020-10-31,37,2497
"Brent","E09000005",2020-10-31,59,3998
"Bromley","E09000006",2020-10-31,26,3249
"Camden","E09000007",2020-10-31,25,2406
"Croydon","E09000008",2020-10-31,42,3932
"Ealing","E09000009",2020-10-31,75,4946
"Enfield","E09000010",2020-10-31,43,3701
"Greenwich","E09000011",2020-10-31,32,2533
"Hackney and City of London","E09000012",2020-10-31,52,3579
"Hammersmith and Fulham","E09000013",2020-10-31,33,2548
"Haringey","E09000014",2020-10-31,44,2835
"Harrow","E09000015",2020-10-31,44,3191
"Havering","E09000016",2020-10-31,84,3224
"Hillingdon","E09000017",2020-10-31,55,3754
"Hounslow","E09000018",2020-10-31,39,3502
"Islington","E09000019",2020-10-31,31,2260
"Kensington and Chelsea","E09000020",2020-10-31,18,1812
"Kingston upon Thames","E09000021",2020-10-31,30,2074
"Lambeth","E09000022",2020-10-31,38,3777
"Lewisham","E09000023",2020-10-31,24,2894
"Merton","E09000024",2020-10-31,20,2100
"Newham","E09000025",2020-10-31,51,4212
"Redbridge","E09000026",2020-10-31,68,4157
"Richmond upon Thames","E09000027",2020-10-31,24,2035
"Southwark","E09000028",2020-10-31,30,3487
"Sutton","E09000029",2020-10-31,21,2049
"Tower Hamlets","E09000030",2020-10-31,81,3755
"Waltham Forest","E09000031",2020-10-31,51,3091
"Wandsworth","E09000032",2020-10-31,45,3566
"Westminster","E09000033",2020-10-31,71,2706
"Barking and Dagenham","E09000002",2020-11-01,32,2480
"Barnet","E09000003",2020-11-01,43,4543
"Bexley","E09000004",2020-11-01,36,2533
"Brent","E09000005",2020-11-01,34,4032
"Bromley","E09000006",2020-11-01,28,3277
"Camden","E09000007",2020-11-01,28,2434
"Croydon","E09000008",2020-11-01,41,3973
"Ealing","E09000009",2020-11-01,52,4998
"Enfield","E09000010",2020-11-01,51,3752
"Greenwich","E09000011",2020-11-01,23,2556
"Hackney and City of London","E09000012",2020-11-01,39,3618
"Hammersmith and Fulham","E09000013",2020-11-01,27,2575
"Haringey","E09000014",2020-11-01,44,2879
"Harrow","E09000015",2020-11-01,30,3221
"Havering","E09000016",2020-11-01,51,3275
"Hillingdon","E09000017",2020-11-01,62,3816
"Hounslow","E09000018",2020-11-01,39,3541
"Islington","E09000019",2020-11-01,23,2283
"Kensington and Chelsea","E09000020",2020-11-01,17,1829
"Kingston upon Thames","E09000021",2020-11-01,24,2098
"Lambeth","E09000022",2020-11-01,52,3829
"Lewisham","E09000023",2020-11-01,19,2913
"Merton","E09000024",2020-11-01,34,2134
"Newham","E09000025",2020-11-01,61,4273
"Redbridge","E09000026",2020-11-01,69,4226
"Richmond upon Thames","E09000027",2020-11-01,25,2060
"Southwark","E09000028",2020-11-01,25,3512
"Sutton","E09000029",2020-11-01,32,2081
"Tower Hamlets","E09000030",2020-11-01,61,3816
"Waltham Forest","E09000031",2020-11-01,33,3124
"Wandsworth","E09000032",2020-11-01,35,3601
"Westminster","E09000033",2020-11-01,33,2739
"Barking and Dagenham","E09000002",2020-11-02,87,2567
"Barnet","E09000003",2020-11-02,110,4653
"Bexley","E09000004",2020-11-02,111,2644
"Brent","E09000005",2020-11-02,91,4123
"Bromley","E09000006",2020-11-02,75,3352
"Camden","E09000007",2020-11-02,59,2493
"Croydon","E09000008",2020-11-02,102,4075
"Ealing","E09000009",2020-11-02,173,5171
"Enfield","E09000010",2020-11-02,110,3862
"Greenwich","E09000011",2020-11-02,74,2630
"Hackney and City of London","E09000012",2020-11-02,84,3702
"Hammersmith and Fulham","E09000013",2020-11-02,65,2640
"Haringey","E09000014",2020-11-02,76,2955
"Harrow","E09000015",2020-11-02,96,3317
"Havering","E09000016",2020-11-02,152,3427
"Hillingdon","E09000017",2020-11-02,135,3951
"Hounslow","E09000018",2020-11-02,85,3626
"Islington","E09000019",2020-11-02,49,2332
"Kensington and Chelsea","E09000020",2020-11-02,36,1865
"Kingston upon Thames","E09000021",2020-11-02,46,2144
"Lambeth","E09000022",2020-11-02,93,3922
"Lewisham","E09000023",2020-11-02,79,2992
"Merton","E09000024",2020-11-02,52,2186
"Newham","E09000025",2020-11-02,137,4410
"Redbridge","E09000026",2020-11-02,158,4384
"Richmond upon Thames","E09000027",2020-11-02,47,2107
"Southwark","E09000028",2020-11-02,79,3591
"Sutton","E09000029",2020-11-02,42,2123
"Tower Hamlets","E09000030",2020-11-02,150,3966
"Waltham Forest","E09000031",2020-11-02,92,3216
"Wandsworth","E09000032",2020-11-02,75,3676
"Westminster","E09000033",2020-11-02,84,2823
"Barking and Dagenham","E09000002",2020-11-03,72,2639
"Barnet","E09000003",2020-11-03,78,4731
"Bexley","E09000004",2020-11-03,71,2715
"Brent","E09000005",2020-11-03,105,4228
"Bromley","E09000006",2020-11-03,57,3409
"Camden","E09000007",2020-11-03,47,2540
"Croydon","E09000008",2020-11-03,68,4143
"Ealing","E09000009",2020-11-03,118,5289
"Enfield","E09000010",2020-11-03,82,3944
"Greenwich","E09000011",2020-11-03,59,2689
"Hackney and City of London","E09000012",2020-11-03,60,3762
"Hammersmith and Fulham","E09000013",2020-11-03,48,2688
"Haringey","E09000014",2020-11-03,53,3008
"Harrow","E09000015",2020-11-03,49,3366
"Havering","E09000016",2020-11-03,115,3542
"Hillingdon","E09000017",2020-11-03,82,4033
"Hounslow","E09000018",2020-11-03,76,3702
"Islington","E09000019",2020-11-03,52,2384
"Kensington and Chelsea","E09000020",2020-11-03,27,1892
"Kingston upon Thames","E09000021",2020-11-03,35,2179
"Lambeth","E09000022",2020-11-03,57,3979
"Lewisham","E09000023",2020-11-03,47,3039
"Merton","E09000024",2020-11-03,32,2218
"Newham","E09000025",2020-11-03,114,4524
"Redbridge","E09000026",2020-11-03,104,4488
"Richmond upon Thames","E09000027",2020-11-03,30,2137
"Southwark","E09000028",2020-11-03,47,3638
"Sutton","E09000029",2020-11-03,54,2177
"Tower Hamlets","E09000030",2020-11-03,91,4057
"Waltham Forest","E09000031",2020-11-03,61,3277
"Wandsworth","E09000032",2020-11-03,64,3740
"Westminster","E09000033",2020-11-03,71,2894
"Barking and Dagenham","E09000002",2020-11-04,78,2717
"Barnet","E09000003",2020-11-04,86,4817
"Bexley","E09000004",2020-11-04,83,2798
"Brent","E09000005",2020-11-04,84,4312
"Bromley","E09000006",2020-11-04,57,3466
"Camden","E09000007",2020-11-04,43,2583
"Croydon","E09000008",2020-11-04,52,4195
"Ealing","E09000009",2020-11-04,119,5408
"Enfield","E09000010",2020-11-04,74,4018
"Greenwich","E09000011",2020-11-04,46,2735
"Hackney and City of London","E09000012",2020-11-04,46,3808
"Hammersmith and Fulham","E09000013",2020-11-04,44,2732
"Haringey","E09000014",2020-11-04,49,3057
"Harrow","E09000015",2020-11-04,56,3422
"Havering","E09000016",2020-11-04,103,3645
"Hillingdon","E09000017",2020-11-04,86,4119
"Hounslow","E09000018",2020-11-04,64,3766
"Islington","E09000019",2020-11-04,41,2425
"Kensington and Chelsea","E09000020",2020-11-04,21,1913
"Kingston upon Thames","E09000021",2020-11-04,33,2212
"Lambeth","E09000022",2020-11-04,55,4034
"Lewisham","E09000023",2020-11-04,37,3076
"Merton","E09000024",2020-11-04,41,2259
"Newham","E09000025",2020-11-04,112,4636
"Redbridge","E09000026",2020-11-04,98,4586
"Richmond upon Thames","E09000027",2020-11-04,40,2177
"Southwark","E09000028",2020-11-04,44,3682
"Sutton","E09000029",2020-11-04,49,2226
"Tower Hamlets","E09000030",2020-11-04,107,4164
"Waltham Forest","E09000031",2020-11-04,67,3344
"Wandsworth","E09000032",2020-11-04,81,3821
"Westminster","E09000033",2020-11-04,49,2943
"Barking and Dagenham","E09000002",2020-11-05,87,2804
"Barnet","E09000003",2020-11-05,75,4892
"Bexley","E09000004",2020-11-05,87,2885
"Brent","E09000005",2020-11-05,118,4430
"Bromley","E09000006",2020-11-05,59,3525
"Camden","E09000007",2020-11-05,29,2612
"Croydon","E09000008",2020-11-05,65,4260
"Ealing","E09000009",2020-11-05,103,5511
"Enfield","E09000010",2020-11-05,73,4091
"Greenwich","E09000011",2020-11-05,49,2784
"Hackney and City of London","E09000012",2020-11-05,49,3857
"Hammersmith and Fulham","E09000013",2020-11-05,42,2774
"Haringey","E09000014",2020-11-05,46,3103
"Harrow","E09000015",2020-11-05,61,3483
"Havering","E09000016",2020-11-05,118,3763
"Hillingdon","E09000017",2020-11-05,84,4203
"Hounslow","E09000018",2020-11-05,81,3847
"Islington","E09000019",2020-11-05,63,2488
"Kensington and Chelsea","E09000020",2020-11-05,21,1934
"Kingston upon Thames","E09000021",2020-11-05,39,2251
"Lambeth","E09000022",2020-11-05,67,4101
"Lewisham","E09000023",2020-11-05,45,3121
"Merton","E09000024",2020-11-05,42,2301
"Newham","E09000025",2020-11-05,87,4723
"Redbridge","E09000026",2020-11-05,91,4677
"Richmond upon Thames","E09000027",2020-11-05,43,2220
"Southwark","E09000028",2020-11-05,50,3732
"Sutton","E09000029",2020-11-05,38,2264
"Tower Hamlets","E09000030",2020-11-05,91,4255
"Waltham Forest","E09000031",2020-11-05,70,3414
"Wandsworth","E09000032",2020-11-05,66,3887
"Westminster","E09000033",2020-11-05,48,2991
"Barking and Dagenham","E09000002",2020-11-06,78,2882
"Barnet","E09000003",2020-11-06,85,4977
"Bexley","E09000004",2020-11-06,103,2988
"Brent","E09000005",2020-11-06,87,4517
"Bromley","E09000006",2020-11-06,55,3580
"Camden","E09000007",2020-11-06,53,2665
"Croydon","E09000008",2020-11-06,76,4336
"Ealing","E09000009",2020-11-06,110,5621
"Enfield","E09000010",2020-11-06,80,4171
"Greenwich","E09000011",2020-11-06,52,2836
"Hackney and City of London","E09000012",2020-11-06,52,3909
"Hammersmith and Fulham","E09000013",2020-11-06,40,2814
"Haringey","E09000014",2020-11-06,49,3152
"Harrow","E09000015",2020-11-06,51,3534
"Havering","E09000016",2020-11-06,93,3856
"Hillingdon","E09000017",2020-11-06,78,4281
"Hounslow","E09000018",2020-11-06,56,3903
"Islington","E09000019",2020-11-06,57,2545
"Kensington and Chelsea","E09000020",2020-11-06,25,1959
"Kingston upon Thames","E09000021",2020-11-06,31,2282
"Lambeth","E09000022",2020-11-06,83,4184
"Lewisham","E09000023",2020-11-06,45,3166
"Merton","E09000024",2020-11-06,41,2342
"Newham","E09000025",2020-11-06,101,4824
"Redbridge","E09000026",2020-11-06,107,4784
"Richmond upon Thames","E09000027",2020-11-06,17,2237
"Southwark","E09000028",2020-11-06,49,3781
"Sutton","E09000029",2020-11-06,57,2321
"Tower Hamlets","E09000030",2020-11-06,126,4381
"Waltham Forest","E09000031",2020-11-06,59,3473
"Wandsworth","E09000032",2020-11-06,68,3955
"Westminster","E09000033",2020-11-06,46,3037
"Barking and Dagenham","E09000002",2020-11-07,55,2937
"Barnet","E09000003",2020-11-07,71,5048
"Bexley","E09000004",2020-11-07,50,3038
"Brent","E09000005",2020-11-07,68,4585
"Bromley","E09000006",2020-11-07,48,3628
"Camden","E09000007",2020-11-07,25,2690
"Croydon","E09000008",2020-11-07,57,4393
"Ealing","E09000009",2020-11-07,70,5691
"Enfield","E09000010",2020-11-07,59,4230
"Greenwich","E09000011",2020-11-07,39,2875
"Hackney and City of London","E09000012",2020-11-07,44,3953
"Hammersmith and Fulham","E09000013",2020-11-07,37,2851
"Haringey","E09000014",2020-11-07,40,3192
"Harrow","E09000015",2020-11-07,46,3580
"Havering","E09000016",2020-11-07,75,3931
"Hillingdon","E09000017",2020-11-07,85,4366
"Hounslow","E09000018",2020-11-07,67,3970
"Islington","E09000019",2020-11-07,47,2592
"Kensington and Chelsea","E09000020",2020-11-07,20,1979
"Kingston upon Thames","E09000021",2020-11-07,49,2331
"Lambeth","E09000022",2020-11-07,54,4238
"Lewisham","E09000023",2020-11-07,32,3198
"Merton","E09000024",2020-11-07,32,2374
"Newham","E09000025",2020-11-07,79,4903
"Redbridge","E09000026",2020-11-07,83,4867
"Richmond upon Thames","E09000027",2020-11-07,26,2263
"Southwark","E09000028",2020-11-07,31,3812
"Sutton","E09000029",2020-11-07,27,2348
"Tower Hamlets","E09000030",2020-11-07,70,4451
"Waltham Forest","E09000031",2020-11-07,60,3533
"Wandsworth","E09000032",2020-11-07,62,4017
"Westminster","E09000033",2020-11-07,38,3075
"Barking and Dagenham","E09000002",2020-11-08,23,2960
"Barnet","E09000003",2020-11-08,99,5147
"Bexley","E09000004",2020-11-08,65,3103
"Brent","E09000005",2020-11-08,60,4645
"Bromley","E09000006",2020-11-08,55,3683
"Camden","E09000007",2020-11-08,30,2720
"Croydon","E09000008",2020-11-08,51,4444
"Ealing","E09000009",2020-11-08,116,5807
"Enfield","E09000010",2020-11-08,53,4283
"Greenwich","E09000011",2020-11-08,32,2907
"Hackney and City of London","E09000012",2020-11-08,47,4000
"Hammersmith and Fulham","E09000013",2020-11-08,33,2884
"Haringey","E09000014",2020-11-08,50,3242
"Harrow","E09000015",2020-11-08,55,3635
"Havering","E09000016",2020-11-08,73,4004
"Hillingdon","E09000017",2020-11-08,74,4440
"Hounslow","E09000018",2020-11-08,71,4041
"Islington","E09000019",2020-11-08,47,2639
"Kensington and Chelsea","E09000020",2020-11-08,30,2009
"Kingston upon Thames","E09000021",2020-11-08,29,2360
"Lambeth","E09000022",2020-11-08,58,4296
"Lewisham","E09000023",2020-11-08,31,3229
"Merton","E09000024",2020-11-08,26,2400
"Newham","E09000025",2020-11-08,65,4968
"Redbridge","E09000026",2020-11-08,85,4952
"Richmond upon Thames","E09000027",2020-11-08,41,2304
"Southwark","E09000028",2020-11-08,40,3852
"Sutton","E09000029",2020-11-08,32,2380
"Tower Hamlets","E09000030",2020-11-08,92,4543
"Waltham Forest","E09000031",2020-11-08,75,3608
"Wandsworth","E09000032",2020-11-08,71,4088
"Westminster","E09000033",2020-11-08,46,3121
"Barking and Dagenham","E09000002",2020-11-09,94,3054
"Barnet","E09000003",2020-11-09,150,5297
"Bexley","E09000004",2020-11-09,106,3209
"Brent","E09000005",2020-11-09,134,4779
"Bromley","E09000006",2020-11-09,72,3755
"Camden","E09000007",2020-11-09,89,2809
"Croydon","E09000008",2020-11-09,93,4537
"Ealing","E09000009",2020-11-09,146,5953
"Enfield","E09000010",2020-11-09,100,4383
"Greenwich","E09000011",2020-11-09,92,2999
"Hackney and City of London","E09000012",2020-11-09,88,4088
"Hammersmith and Fulham","E09000013",2020-11-09,69,2953
"Haringey","E09000014",2020-11-09,61,3303
"Harrow","E09000015",2020-11-09,80,3715
"Havering","E09000016",2020-11-09,165,4169
"Hillingdon","E09000017",2020-11-09,116,4556
"Hounslow","E09000018",2020-11-09,85,4126
"Islington","E09000019",2020-11-09,90,2729
"Kensington and Chelsea","E09000020",2020-11-09,42,2051
"Kingston upon Thames","E09000021",2020-11-09,49,2409
"Lambeth","E09000022",2020-11-09,95,4391
"Lewisham","E09000023",2020-11-09,81,3310
"Merton","E09000024",2020-11-09,55,2455
"Newham","E09000025",2020-11-09,130,5098
"Redbridge","E09000026",2020-11-09,127,5079
"Richmond upon Thames","E09000027",2020-11-09,56,2360
"Southwark","E09000028",2020-11-09,79,3931
"Sutton","E09000029",2020-11-09,63,2443
"Tower Hamlets","E09000030",2020-11-09,157,4700
"Waltham Forest","E09000031",2020-11-09,138,3746
"Wandsworth","E09000032",2020-11-09,105,4193
"Westminster","E09000033",2020-11-09,71,3192
"Barking and Dagenham","E09000002",2020-11-10,91,3145
"Barnet","E09000003",2020-11-10,121,5418
"Bexley","E09000004",2020-11-10,108,3317
"Brent","E09000005",2020-11-10,118,4897
"Bromley","E09000006",2020-11-10,75,3830
"Camden","E09000007",2020-11-10,42,2851
"Croydon","E09000008",2020-11-10,98,4635
"Ealing","E09000009",2020-11-10,128,6081
"Enfield","E09000010",2020-11-10,108,4491
"Greenwich","E09000011",2020-11-10,88,3087
"Hackney and City of London","E09000012",2020-11-10,65,4153
"Hammersmith and Fulham","E09000013",2020-11-10,66,3019
"Haringey","E09000014",2020-11-10,60,3363
"Harrow","E09000015",2020-11-10,95,3810
"Havering","E09000016",2020-11-10,119,4288
"Hillingdon","E09000017",2020-11-10,134,4690
"Hounslow","E09000018",2020-11-10,78,4204
"Islington","E09000019",2020-11-10,61,2790
"Kensington and Chelsea","E09000020",2020-11-10,27,2078
"Kingston upon Thames","E09000021",2020-11-10,57,2466
"Lambeth","E09000022",2020-11-10,74,4465
"Lewisham","E09000023",2020-11-10,61,3371
"Merton","E09000024",2020-11-10,49,2504
"Newham","E09000025",2020-11-10,111,5209
"Redbridge","E09000026",2020-11-10,136,5215
"Richmond upon Thames","E09000027",2020-11-10,48,2408
"Southwark","E09000028",2020-11-10,62,3993
"Sutton","E09000029",2020-11-10,55,2498
"Tower Hamlets","E09000030",2020-11-10,130,4830
"Waltham Forest","E09000031",2020-11-10,97,3843
"Wandsworth","E09000032",2020-11-10,85,4278
"Westminster","E09000033",2020-11-10,74,3266
"Barking and Dagenham","E09000002",2020-11-11,111,3256
"Barnet","E09000003",2020-11-11,117,5535
"Bexley","E09000004",2020-11-11,130,3447
"Brent","E09000005",2020-11-11,106,5003
"Bromley","E09000006",2020-11-11,82,3912
"Camden","E09000007",2020-11-11,74,2925
"Croydon","E09000008",2020-11-11,109,4744
"Ealing","E09000009",2020-11-11,137,6218
"Enfield","E09000010",2020-11-11,115,4606
"Greenwich","E09000011",2020-11-11,96,3183
"Hackney and City of London","E09000012",2020-11-11,73,4226
"Hammersmith and Fulham","E09000013",2020-11-11,75,3094
"Haringey","E09000014",2020-11-11,58,3421
"Harrow","E09000015",2020-11-11,75,3885
"Havering","E09000016",2020-11-11,162,4450
"Hillingdon","E09000017",2020-11-11,99,4789
"Hounslow","E09000018",2020-11-11,69,4273
"Islington","E09000019",2020-11-11,69,2859
"Kensington and Chelsea","E09000020",2020-11-11,46,2124
"Kingston upon Thames","E09000021",2020-11-11,58,2524
"Lambeth","E09000022",2020-11-11,81,4546
"Lewisham","E09000023",2020-11-11,63,3434
"Merton","E09000024",2020-11-11,56,2560
"Newham","E09000025",2020-11-11,121,5330
"Redbridge","E09000026",2020-11-11,128,5343
"Richmond upon Thames","E09000027",2020-11-11,40,2448
"Southwark","E09000028",2020-11-11,55,4048
"Sutton","E09000029",2020-11-11,73,2571
"Tower Hamlets","E09000030",2020-11-11,156,4986
"Waltham Forest","E09000031",2020-11-11,95,3938
"Wandsworth","E09000032",2020-11-11,113,4391
"Westminster","E09000033",2020-11-11,69,3335
"Barking and Dagenham","E09000002",2020-11-12,73,3329
"Barnet","E09000003",2020-11-12,115,5650
"Bexley","E09000004",2020-11-12,115,3562
"Brent","E09000005",2020-11-12,120,5123
"Bromley","E09000006",2020-11-12,82,3994
"Camden","E09000007",2020-11-12,57,2982
"Croydon","E09000008",2020-11-12,88,4832
"Ealing","E09000009",2020-11-12,149,6367
"Enfield","E09000010",2020-11-12,132,4738
"Greenwich","E09000011",2020-11-12,82,3265
"Hackney and City of London","E09000012",2020-11-12,102,4328
"Hammersmith and Fulham","E09000013",2020-11-12,46,3140
"Haringey","E09000014",2020-11-12,78,3499
"Harrow","E09000015",2020-11-12,72,3957
"Havering","E09000016",2020-11-12,146,4596
"Hillingdon","E09000017",2020-11-12,125,4914
"Hounslow","E09000018",2020-11-12,98,4371
"Islington","E09000019",2020-11-12,54,2913
"Kensington and Chelsea","E09000020",2020-11-12,41,2165
"Kingston upon Thames","E09000021",2020-11-12,66,2590
"Lambeth","E09000022",2020-11-12,91,4637
"Lewisham","E09000023",2020-11-12,49,3483
"Merton","E09000024",2020-11-12,52,2612
"Newham","E09000025",2020-11-12,103,5433
"Redbridge","E09000026",2020-11-12,136,5479
"Richmond upon Thames","E09000027",2020-11-12,33,2481
"Southwark","E09000028",2020-11-12,71,4119
"Sutton","E09000029",2020-11-12,62,2633
"Tower Hamlets","E09000030",2020-11-12,116,5102
"Waltham Forest","E09000031",2020-11-12,110,4048
"Wandsworth","E09000032",2020-11-12,99,4490
"Westminster","E09000033",2020-11-12,69,3404
"Barking and Dagenham","E09000002",2020-11-13,78,3407
"Barnet","E09000003",2020-11-13,96,5746
"Bexley","E09000004",2020-11-13,100,3662
"Brent","E09000005",2020-11-13,101,5224
"Bromley","E09000006",2020-11-13,87,4081
"Camden","E09000007",2020-11-13,47,3029
"Croydon","E09000008",2020-11-13,102,4934
"Ealing","E09000009",2020-11-13,143,6510
"Enfield","E09000010",2020-11-13,123,4861
"Greenwich","E09000011",2020-11-13,59,3324
"Hackney and City of London","E09000012",2020-11-13,88,4416
"Hammersmith and Fulham","E09000013",2020-11-13,77,3217
"Haringey","E09000014",2020-11-13,56,3555
"Harrow","E09000015",2020-11-13,79,4036
"Havering","E09000016",2020-11-13,169,4765
"Hillingdon","E09000017",2020-11-13,119,5033
"Hounslow","E09000018",2020-11-13,75,4446
"Islington","E09000019",2020-11-13,60,2973
"Kensington and Chelsea","E09000020",2020-11-13,23,2188
"Kingston upon Thames","E09000021",2020-11-13,42,2632
"Lambeth","E09000022",2020-11-13,81,4718
"Lewisham","E09000023",2020-11-13,77,3560
"Merton","E09000024",2020-11-13,66,2678
"Newham","E09000025",2020-11-13,99,5532
"Redbridge","E09000026",2020-11-13,146,5625
"Richmond upon Thames","E09000027",2020-11-13,37,2518
"Southwark","E09000028",2020-11-13,47,4166
"Sutton","E09000029",2020-11-13,48,2681
"Tower Hamlets","E09000030",2020-11-13,148,5250
"Waltham Forest","E09000031",2020-11-13,68,4116
"Wandsworth","E09000032",2020-11-13,88,4578
"Westminster","E09000033",2020-11-13,60,3464
"Barking and Dagenham","E09000002",2020-11-14,55,3462
"Barnet","E09000003",2020-11-14,75,5821
"Bexley","E09000004",2020-11-14,82,3744
"Brent","E09000005",2020-11-14,77,5301
"Bromley","E09000006",2020-11-14,79,4160
"Camden","E09000007",2020-11-14,35,3064
"Croydon","E09000008",2020-11-14,76,5010
"Ealing","E09000009",2020-11-14,106,6616
"Enfield","E09000010",2020-11-14,76,4937
"Greenwich","E09000011",2020-11-14,71,3395
"Hackney and City of London","E09000012",2020-11-14,48,4464
"Hammersmith and Fulham","E09000013",2020-11-14,32,3249
"Haringey","E09000014",2020-11-14,48,3603
"Harrow","E09000015",2020-11-14,53,4089
"Havering","E09000016",2020-11-14,138,4903
"Hillingdon","E09000017",2020-11-14,61,5094
"Hounslow","E09000018",2020-11-14,55,4501
"Islington","E09000019",2020-11-14,40,3013
"Kensington and Chelsea","E09000020",2020-11-14,27,2215
"Kingston upon Thames","E09000021",2020-11-14,37,2669
"Lambeth","E09000022",2020-11-14,50,4768
"Lewisham","E09000023",2020-11-14,43,3603
"Merton","E09000024",2020-11-14,41,2719
"Newham","E09000025",2020-11-14,84,5616
"Redbridge","E09000026",2020-11-14,94,5719
"Richmond upon Thames","E09000027",2020-11-14,15,2533
"Southwark","E09000028",2020-11-14,38,4204
"Sutton","E09000029",2020-11-14,44,2725
"Tower Hamlets","E09000030",2020-11-14,76,5326
"Waltham Forest","E09000031",2020-11-14,62,4178
"Wandsworth","E09000032",2020-11-14,68,4646
"Westminster","E09000033",2020-11-14,34,3498
"Barking and Dagenham","E09000002",2020-11-15,60,3522
"Barnet","E09000003",2020-11-15,63,5884
"Bexley","E09000004",2020-11-15,65,3809
"Brent","E09000005",2020-11-15,56,5357
"Bromley","E09000006",2020-11-15,61,4221
